,cpu_percent,cpu_total_usage,cpu_usage_in_kernelmode,cpu_usage_in_usermode,io_read,io_write,mem_active_anon,mem_active_file,mem_cache,mem_dirty,mem_hierarchical_memory_limit,mem_hierarchical_memsw_limit,mem_inactive_anon,mem_inactive_file,mem_limit,mem_mapped_file,mem_max_usage,mem_percent,mem_pgfault,mem_pgmajfault,mem_pgpgin,mem_pgpgout,mem_rss,mem_rss_huge,mem_total_active_anon,mem_total_active_file,mem_total_cache,mem_total_dirty,mem_total_inactive_anon,mem_total_inactive_file,mem_total_mapped_file,mem_total_pgfault,mem_total_pgmajfault,mem_total_pgpgin,mem_total_pgpgout,mem_total_rss,mem_total_rss_huge,mem_total_unevictable,mem_total_writeback,mem_unevictable,mem_usage,mem_writeback,system_cpu_usage,timestamp
0,0.41086427457098285,2179867251.0,390000000.0,1800000000.0,0.0,0.0,43008000.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.300811767578125,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,43008000.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,0.0,0.0,0.0,55869440.0,0.0,2753814540000000.0,2019-04-10T21:16:08.398457Z
1,0.45296663962558503,2189086341.0,390000000.0,1800000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.2957572937011719,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,0.0,0.0,0.0,55652352.0,0.0,2753910710000000.0,2019-04-10T21:16:10.772960Z
2,0.45793587024329385,2198207602.0,390000000.0,1800000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.2957572937011719,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,0.0,0.0,0.0,55652352.0,0.0,2754006830000000.0,2019-04-10T21:16:13.777475Z
3,0.4518325778331258,2207321687.0,390000000.0,1810000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.2957572937011719,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,0.0,0.0,0.0,55652352.0,0.0,2754103010000000.0,2019-04-10T21:16:16.782424Z
4,0.45564056092240574,2216435716.0,390000000.0,1820000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.2957572937011719,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,0.0,0.0,0.0,55652352.0,0.0,2754199180000000.0,2019-04-10T21:16:19.787972Z
5,0.4333852198316184,2225417421.0,400000000.0,1820000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.2955665588378906,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,0.0,0.0,0.0,55644160.0,0.0,2754295360000000.0,2019-04-10T21:16:22.793433Z
6,0.45932052336448603,2234585397.0,410000000.0,1830000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.2955665588378906,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33137.0,43106304.0,0.0,0.0,0.0,0.0,55644160.0,0.0,2754391570000000.0,2019-04-10T21:16:25.798828Z
7,0.45215162094763095,2243708333.0,410000000.0,1840000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.288604736328125,69017.0,0.0,43672.0,33149.0,43057152.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33149.0,43057152.0,0.0,0.0,0.0,0.0,55345152.0,0.0,2754487730000000.0,2019-04-10T21:16:28.805596Z
8,0.4538009719626168,2252834967.0,420000000.0,1840000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.288604736328125,69017.0,0.0,43672.0,33149.0,43057152.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33149.0,43057152.0,0.0,0.0,0.0,0.0,55345152.0,0.0,2754583880000000.0,2019-04-10T21:16:31.810274Z
9,0.4594912628624883,2262072753.0,430000000.0,1860000000.0,0.0,0.0,43028480.0,0.0,45056.0,12288.0,4294967296.0,0.0,16384.0,20480.0,4294967296.0,8192.0,56852480.0,1.288604736328125,69017.0,0.0,43672.0,33149.0,43057152.0,0.0,43028480.0,0.0,45056.0,12288.0,16384.0,20480.0,8192.0,69017.0,0.0,43672.0,33149.0,43057152.0,0.0,0.0,0.0,0.0,55345152.0,0.0,2754680020000000.0,2019-04-10T21:16:34.815475Z
