,cpu_percent,cpu_total_usage,cpu_usage_in_kernelmode,cpu_usage_in_usermode,io_read,io_write,mem_active_anon,mem_active_file,mem_cache,mem_dirty,mem_hierarchical_memory_limit,mem_hierarchical_memsw_limit,mem_inactive_anon,mem_inactive_file,mem_limit,mem_mapped_file,mem_max_usage,mem_percent,mem_pgfault,mem_pgmajfault,mem_pgpgin,mem_pgpgout,mem_rss,mem_rss_huge,mem_total_active_anon,mem_total_active_file,mem_total_cache,mem_total_dirty,mem_total_inactive_anon,mem_total_inactive_file,mem_total_mapped_file,mem_total_pgfault,mem_total_pgmajfault,mem_total_pgpgin,mem_total_pgpgout,mem_total_rss,mem_total_rss_huge,mem_total_unevictable,mem_total_writeback,mem_unevictable,mem_usage,mem_writeback,system_cpu_usage,timestamp
0,3.106154307116105,4473736246.0,820000000.0,3380000000.0,0.0,0.0,260468736.0,0.0,1380352.0,802816.0,2147483648.0,0.0,16384.0,1339392.0,2147483648.0,8192.0,278900736.0,12.987327575683594,133352.0,0.0,105998.0,41967.0,260890624.0,0.0,260468736.0,0.0,1380352.0,802816.0,16384.0,1339392.0,8192.0,133352.0,0.0,105998.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,278900736.0,0.0,2732671090000000.0,2019-04-10T21:05:06.470134Z
1,3.4311317779164066,4541782742.0,820000000.0,3410000000.0,0.0,0.0,260513792.0,0.0,1662976.0,1085440.0,2147483648.0,0.0,16384.0,1622016.0,2147483648.0,8192.0,279126016.0,12.997817993164062,133352.0,0.0,106067.0,41967.0,260890624.0,0.0,260513792.0,0.0,1662976.0,1085440.0,16384.0,1622016.0,8192.0,133352.0,0.0,106067.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,279126016.0,0.0,2732767170000000.0,2019-04-10T21:05:09.074988Z
2,2.976548528678304,4608598637.0,850000000.0,3450000000.0,0.0,0.0,260526080.0,0.0,1929216.0,1236992.0,2147483648.0,0.0,16384.0,1851392.0,2147483648.0,8192.0,279388160.0,13.010025024414062,133352.0,0.0,106132.0,41967.0,260890624.0,0.0,260526080.0,0.0,1929216.0,1236992.0,16384.0,1851392.0,8192.0,133352.0,0.0,106132.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,279388160.0,0.0,2732863280000000.0,2019-04-10T21:05:12.079445Z
3,2.9618950280373832,4675394139.0,890000000.0,3480000000.0,0.0,0.0,260567040.0,0.0,2170880.0,1478656.0,2147483648.0,0.0,16384.0,2129920.0,2147483648.0,8192.0,279580672.0,13.0157470703125,133352.0,0.0,106191.0,41967.0,260890624.0,0.0,260567040.0,0.0,2170880.0,1478656.0,16384.0,2129920.0,8192.0,133352.0,0.0,106191.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,279511040.0,0.0,2732959470000000.0,2019-04-10T21:05:15.085409Z
4,3.4679650936329587,4740547569.0,930000000.0,3520000000.0,0.0,0.0,260599808.0,0.0,2428928.0,311296.0,2147483648.0,0.0,16384.0,2404352.0,2147483648.0,8192.0,279642112.0,13.013648986816406,133352.0,0.0,106254.0,41967.0,260890624.0,0.0,260599808.0,0.0,2428928.0,311296.0,16384.0,2404352.0,8192.0,133352.0,0.0,106254.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,279465984.0,0.0,2733055570000000.0,2019-04-10T21:05:18.091566Z
5,3.4154202247191012,4809763008.0,940000000.0,3560000000.0,0.0,0.0,260632576.0,0.0,2732032.0,614400.0,2147483648.0,0.0,16384.0,2691072.0,2147483648.0,8192.0,279851008.0,13.031578063964844,133352.0,0.0,106328.0,41967.0,260890624.0,0.0,260632576.0,0.0,2732032.0,614400.0,16384.0,2691072.0,8192.0,133352.0,0.0,106328.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,279851008.0,0.0,2733151640000000.0,2019-04-10T21:05:21.097018Z
6,3.475847288611545,4875566643.0,950000000.0,3580000000.0,0.0,0.0,260632576.0,0.0,2977792.0,860160.0,2147483648.0,0.0,16384.0,2920448.0,2147483648.0,8192.0,280113152.0,13.043785095214844,133352.0,0.0,106388.0,41967.0,260890624.0,0.0,260632576.0,0.0,2977792.0,860160.0,16384.0,2920448.0,8192.0,133352.0,0.0,106388.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,280113152.0,0.0,2733247760000000.0,2019-04-10T21:05:24.101918Z
7,3.3895368486739472,4940163602.0,980000000.0,3620000000.0,0.0,0.0,260632576.0,0.0,3219456.0,1101824.0,2147483648.0,0.0,16384.0,3149824.0,2147483648.0,8192.0,280375296.0,13.055992126464844,133352.0,0.0,106447.0,41967.0,260890624.0,0.0,260632576.0,0.0,3219456.0,1101824.0,16384.0,3149824.0,8192.0,133352.0,0.0,106447.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,280375296.0,0.0,2733343870000000.0,2019-04-10T21:05:27.107262Z
8,3.5852405985037406,5007265991.0,1020000000.0,3650000000.0,0.0,0.0,260632576.0,0.0,3465216.0,1347584.0,2147483648.0,0.0,16384.0,3436544.0,2147483648.0,8192.0,280506368.0,13.062095642089844,133352.0,0.0,106507.0,41967.0,260890624.0,0.0,260632576.0,0.0,3465216.0,1347584.0,16384.0,3436544.0,8192.0,133352.0,0.0,106507.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,280506368.0,0.0,2733439970000000.0,2019-04-10T21:05:30.112150Z
9,3.473217755610973,5076116040.0,1040000000.0,3690000000.0,0.0,0.0,260632576.0,0.0,3743744.0,286720.0,2147483648.0,0.0,16384.0,3665920.0,2147483648.0,8192.0,280899584.0,13.080406188964844,133352.0,0.0,106575.0,41967.0,260890624.0,0.0,260632576.0,0.0,3743744.0,286720.0,16384.0,3665920.0,8192.0,133352.0,0.0,106575.0,41967.0,260890624.0,0.0,0.0,0.0,0.0,280899584.0,0.0,2733536110000000.0,2019-04-10T21:05:33.117879Z
